马来西亚,#genre#
深圳卫视,http://198.16.64.10:8278/shenzhen/playlist.m3u8?tid=MB9B3874889638748896&ct=19226&tsum=ade93def83a9c1eff7bceddd6ce76483
四川卫视,http://198.16.64.10:8278/sichuan_twn/playlist.m3u8?tid=MD4D5174810351748103&ct=19226&tsum=dd620e398eb2b4f07c3a05dc39bd6673
广西卫视,http://198.16.64.10:8278/guangxi/playlist.m3u8?tid=MB5B3787443737874437&ct=19226&tsum=fff4886674a160d3d57ddf759569c511
湖北卫视,http://198.16.64.10:8278/hubei/playlist.m3u8?tid=MF2F5899308558993085&ct=19226&tsum=a2b015b4bc0a21b9ffcbf3db2655b579
AllTheKpop,http://198.16.64.10:8278/allthekpop_korea/playlist.m3u8?tid=MDDD8149394181493941&ct=19225&tsum=9f1d9df0da62cc0a30d0e5357356e012
ARIRANG,http://198.16.64.10:8278/arirang_korea/playlist.m3u8?tid=MF0F4469644244696442&ct=19225&tsum=74c6b6af7ddf9d5cdada2a0bf81650a7
NHK,http://198.16.64.10:8278/nhkworld_japan/playlist.m3u8?tid=MD5D5829793458297934&ct=19225&tsum=88195c0527d1cf627a24133aa7fbacad
The K-POP,http://198.16.64.10:8278/jthekpop_korea/playlist.m3u8?tid=MCCC8163723981637239&ct=19225&tsum=53c895b4be81be369500a38192516c6b
CBS,http://198.16.64.10:8278/cbs_korea/playlist.m3u8?tid=MDAD4507283145072831&ct=19225&tsum=2a813574c958e8ae1a2f5c64237e9bb9
CGNTV,http://198.16.64.10:8278/cgntv_korea/playlist.m3u8?tid=MABA6473602964736029&ct=19225&tsum=8564b434d07391db48f35d6545cb33b1
EBS 2,http://198.16.64.10:8278/ebs2_korea/playlist.m3u8?tid=MDAD9379144693791446&ct=19225&tsum=67f9bca3b4c05139b9fbcb009d11b368
EBS KIDS,http://198.16.64.10:8278/ebskids_korea/playlist.m3u8?tid=MA3A1606825116068251&ct=19225&tsum=ba2e74385295167bc2752c628474354c
MBC,http://198.16.64.10:8278/mbc_korea/playlist.m3u8?tid=MEAE9573382995733829&ct=19225&tsum=a0b7c980377ecbf15c1c9b8ae93b82aa
SBS,http://198.16.64.10:8278/sbs_korea/playlist.m3u8?tid=MD4D1766226017662260&ct=19225&tsum=f1b382d363dc059ae4d9d14bc0c66913
TVN,http://198.16.64.10:8278/TVN/playlist.m3u8?tid=ME2E2714748027147480&ct=19225&tsum=48ef5f1d47a64fc90e5f5ad5b182

218.32.47.179 Testing,#genre
龍華電影台,http://218.32.47.179:18556/http/192.168.1.9:8066/hls/210/10014/cstv14.m3u8
中天娛樂FHD,http://218.32.47.179:18527/http/192.168.1.9:8081/hls/67/809/ch26.m3u8
AXN,http://218.32.47.179:18558/http/192.168.1.9:8081/hls/71/813/ch43.m3u8
三立台灣FHD,http://218.32.47.179:18521/http/192.168.1.9:8081/hls/65/807/ch20.m3u8
華視新聞資訊台FHD,http://218.32.47.179:8538/http/192.168.1.9:8081/hls/61/803/ch03.m3u8
動物星球,http://218.32.47.179:18512/http/192.168.1.9:8081/hls/70/812/ch37.m3u8
中天綜合FHD,http://218.32.47.179:18526/http/192.168.1.9:8081/hls/67/809/ch25.m3u8
東風衛視,http://218.32.47.179:18528/http/192.168.1.9:8081/hls/68/810/ch31.m3u8
緯來體育FHD,http://218.32.47.179:18563/http/192.168.1.9:8081/hls/67/809/ch28.m3u8
CINEMAX FHD,http://218.32.47.179:18559/http/192.168.1.9:8081/hls/71/813/ch42.m3u8
大愛電視,http://218.32.47.179:8507/http/192.168.1.9:8081/hls/73/815/ch52.m3u8
龍華偶像劇,http://218.32.47.179:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8
Baby TV,http://218.32.47.179:18514/http/192.168.1.9:8078/hls/35/80/babytv.m3u8
亞洲旅遊,http://218.32.47.179:18513/http/192.168.1.9:8081/hls/76/818/ch61.m3u8
Bloomberg News,http://218.32.47.179:8551/http/192.168.1.9:8078/hls/43/80/bloomber.m3u8
國家地理FHD,http://218.32.47.179:18509/http/192.168.1.9:8081/hls/61/803/ch01.m3u8
華視FHD,http://218.32.47.179:18503/http/192.168.1.9:8081/hls/72/814/ch48.m3u8
八大綜合FHD,http://218.32.47.179:18520/http/192.168.1.9:8081/hls/66/808/ch21.m3u8
momo綜合台,http://218.32.47.179:8579/http/60.249.81.21:8088/hls/76/818/momo_max.m3u8
緯來育樂FHD,http://218.32.47.179:18562/http/192.168.1.9:8081/hls/68/810/ch30.m3u8
衛視電影FHD,http://218.32.47.179:18553/http/192.168.1.9:8081/hls/62/804/ch07.m3u8
公視,http://218.32.47.179:18505/http/192.168.1.9:8081/hls/73/815/ch50.m3u8
好消息頻道,http://218.32.47.179:8508/http/192.168.1.9:8081/hls/74/816/ch53.m3u8
龍華日韓劇,http://218.32.47.179:8535/http/192.168.1.9:8088/hls/15/80/foxsports2.m3u8
東森綜合FHD,http://218.32.47.179:18524/http/192.168.1.9:8081/hls/63/805/ch12.m3u8
NHK世界FHD,http://218.32.47.179:8552/http/192.168.1.9:8081/hls/62/804/ch06.m3u8
緯來戲劇,http://218.32.47.179:18533/http/192.168.1.9:8081/hls/69/811/ch33.m3u8
緯來綜合FHD,http://218.32.47.179:18518/http/192.168.1.9:8081/hls/68/810/ch32.m3u8
八大戲劇FHD,http://218.32.47.179:18531/http/192.168.1.9:8081/hls/66/808/ch23.m3u8
MUCH TV,http://218.32.47.179:18529/http/192.168.1.9:8081/hls/72/814/ch45.m3u8
龍華戲劇台,http://218.32.47.179:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8
人間衛視,http://218.32.47.179:8506/http/192.168.1.9:8081/hls/69/811/ch36.m3u8
NHK华语视界,https://nhkw-zh-hlscomp.akamaized.net:443/8thz5iufork8wjip/playlist.m3u8g,#genre#


iptv12k Testing,#genre#
[HK]翡翠台,http://iptv12k.com:35461/live/test167/12345/1021.m3u8
[HK]无线新闻台,http://iptv12k.com:35461/live/test167/12345/1012.m3u8
[HK]无线财经资讯台,http://iptv12k.com:35461/live/test167/12345/1011.m3u8
[HK]J2,http://iptv12k.com:35461/live/test167/12345/1006.m3u8
[HK]明珠台,http://iptv12k.com:35461/live/test167/12345/1020.m3u8
[HK]TVB娱乐新闻台,http://iptv12k.com:35461/live/test167/12345/1001.m3u8
[HK]TVB千禧经典台,http://iptv12k.com:35461/live/test167/12345/1003.m3u8
[HK]TVB星河,http://iptv12k.com:35461/live/test167/12345/1000.m3u8
[HK]RTHK31,http://iptv12k.com:35461/live/test167/12345/1004.m3u8
[HK]RTHK32,http://iptv12k.com:35461/live/test167/12345/1005.m3u8
[HK]有线新闻台,http://iptv12k.com:35461/live/test167/12345/1018.m3u8
[HK]有线电影台,http://iptv12k.com:35461/live/test167/12345/1010.m3u8
[HK]有线体育台,http://iptv12k.com:35461/live/test167/12345/1017.m3u8
[HK]有线18台,http://iptv12k.com:35461/live/test167/12345/1022.m3u8
[HK]有线603台,http://iptv12k.com:35461/live/test167/12345/1023.m3u8
[HK]香港开电视,http://iptv12k.com:35461/live/test167/12345/1013.m3u8
[HK]Now新闻台,http://iptv12k.com:35461/live/test167/12345/1002.m3u8
[HK]Now直播台,http://iptv12k.com:35461/live/test167/12345/1015.m3u8
[HK]Now Sports Prime,http://iptv12k.com:35461/live/test167/12345/1014.m3u8
[HK]VIUTV,http://iptv12k.com:35461/live/test167/12345/1008.m3u8
[HK]VIUTV 6,http://iptv12k.com:35461/live/test167/12345/1007.m3u8
[HK]耀才财经台,http://iptv12k.com:35461/live/test167/12345/1016.m3u8
[MY]ASSP,http://iptv12k.com:35461/live/test167/12345/972.m3u8
[MY]ASSP(b),http://iptv12k.com:35461/live/test167/12345/7990.m3u8
[MY]ASSP2,http://iptv12k.com:35461/live/test167/12345/971.m3u8
[MY]ASSP2(b),http://iptv12k.com:35461/live/test167/12345/655.m3u8
[MY]ASSP2(b2),http://iptv12k.com:35461/live/test167/12345/7988.m3u8
[MY]ASSP3,http://iptv12k.com:35461/live/test167/12345/970.m3u8
[MY]ASSP3(b),http://iptv12k.com:35461/live/test167/12345/654.m3u8
[MY]ASSP3(b2),http://iptv12k.com:35461/live/test167/12345/7985.m3u8
[MY]ASSP4,http://iptv12k.com:35461/live/test167/12345/7983.m3u8
[MY]ASSP4(b),http://iptv12k.com:35461/live/test167/12345/969.m3u8
[MY]ASSP4(b2),http://iptv12k.com:35461/live/test167/12345/653.m3u8
[MY]ASSP5,http://iptv12k.com:35461/live/test167/12345/7982.m3u8
[MY]AEC,http://iptv12k.com:35461/live/test167/12345/709.m3u8
[MY]AOD351,http://iptv12k.com:35461/live/test167/12345/705.m3u8
[MY]AOD352,http://iptv12k.com:35461/live/test167/12345/704.m3u8
[MY]AOD353,http://iptv12k.com:35461/live/test167/12345/703.m3u8
[MY]AOD354,http://iptv12k.com:35461/live/test167/12345/702.m3u8
[MY]AOD355,http://iptv12k.com:35461/live/test167/12345/701.m3u8
[MY]翡翠华丽台,http://iptv12k.com:35461/live/test167/12345/698.m3u8
[MY]双星,http://iptv12k.com:35461/live/test167/12345/706.m3u8
[MY]全佳,http://iptv12k.com:35461/live/test167/12345/710.m3u8
[MY]欢喜台,http://iptv12k.com:35461/live/test167/12345/707.m3u8
[MY]爱奇艺,http://iptv12k.com:35461/live/test167/12345/708.m3u8
[MY]小太阳,http://iptv12k.com:35461/live/test167/12345/700.m3u8
[MY]中天亞洲台,http://iptv12k.com:35461/live/test167/12345/694.m3u8
[MY]TVBS亞洲台,http://iptv12k.com:35461/live/test167/12345/695.m3u8
[MY]TVB星河,http://iptv12k.com:35461/live/test167/12345/696.m3u8
[MY]TVB娛樂新聞台,http://iptv12k.com:35461/live/test167/12345/697.m3u8
[MY]TVB經典台,http://iptv12k.com:35461/live/test167/12345/699.m3u8
[MY]天映頻道,http://iptv12k.com:35461/live/test167/12345/581.m3u8
[MY]天映頻道,http://iptv12k.com:35461/live/test167/12345/692.m3u8
[MY]天映经典,http://iptv12k.com:35461/live/test167/12345/693.m3u8
[MY]8TV,http://iptv12k.com:35461/live/test167/12345/738.m3u8
[MY]ABC,http://iptv12k.com:35461/live/test167/12345/592.m3u8
[MY]AFN,http://iptv12k.com:35461/live/test167/12345/640.m3u8
[MY]ANIMAX,http://iptv12k.com:35461/live/test167/12345/605.m3u8
[MY]ANIPLUS,http://iptv12k.com:35461/live/test167/12345/686.m3u8
[MY]AXN,http://iptv12k.com:35461/live/test167/12345/608.m3u8
[MY]AXN,http://iptv12k.com:35461/live/test167/12345/1243.m3u8
[MY]AnimalPlanet,http://iptv12k.com:35461/live/test167/12345/633.m3u8
[MY]BBCEarth,http://iptv12k.com:35461/live/test167/12345/624.m3u8
[MY]BBC,http://iptv12k.com:35461/live/test167/12345/623.m3u8
[MY]BOOMERANG,http://iptv12k.com:35461/live/test167/12345/614.m3u8
[MY]BabyTV,http://iptv12k.com:35461/live/test167/12345/616.m3u8
[MY]Bloomberg,http://iptv12k.com:35461/live/test167/12345/590.m3u8
[MY]CARTOON,http://iptv12k.com:35461/live/test167/12345/613.m3u8
[MY]CBeebies,http://iptv12k.com:35461/live/test167/12345/615.m3u8
[MY]CI,http://iptv12k.com:35461/live/test167/12345/634.m3u8
[MY]CINEMAX,http://iptv12k.com:35461/live/test167/12345/607.m3u8
[MY]CN,http://iptv12k.com:35461/live/test167/12345/618.m3u8
[MY]CNBC,http://iptv12k.com:35461/live/test167/12345/593.m3u8
[MY]CNN,http://iptv12k.com:35461/live/test167/12345/594.m3u8
[MY]CinemaWorld,http://iptv12k.com:35461/live/test167/12345/1881.m3u8
[MY]Cinemax,http://iptv12k.com:35461/live/test167/12345/1882.m3u8
[MY]Cinemax,http://iptv12k.com:35461/live/test167/12345/1883.m3u8
[MY]ComedyCentral,http://iptv12k.com:35461/live/test167/12345/683.m3u8
[MY]Cricket,http://iptv12k.com:35461/live/test167/12345/684.m3u8
[MY]DMAX,http://iptv12k.com:35461/live/test167/12345/636.m3u8
[MY]DW,http://iptv12k.com:35461/live/test167/12345/622.m3u8
[MY]Discovery,http://iptv12k.com:35461/live/test167/12345/627.m3u8
[MY]DisneyXD,http://iptv12k.com:35461/live/test167/12345/626.m3u8
[MY]Eentertainment,http://iptv12k.com:35461/live/test167/12345/637.m3u8
[MY]EURONEWS,http://iptv12k.com:35461/live/test167/12345/588.m3u8
[MY]EUROSPORT,http://iptv12k.com:35461/live/test167/12345/647.m3u8
[MY]FOXMOVIES+,http://iptv12k.com:35461/live/test167/12345/611.m3u8
[MY]FOXMOVIES+,http://iptv12k.com:35461/live/test167/12345/612.m3u8
[MY]FOXMOVIES,http://iptv12k.com:35461/live/test167/12345/610.m3u8
[MY]FOXNEWS,http://iptv12k.com:35461/live/test167/12345/587.m3u8
[MY]FOX,http://iptv12k.com:35461/live/test167/12345/609.m3u8
[MY]FRANCE24,http://iptv12k.com:35461/live/test167/12345/589.m3u8
[MY]FoodChannel,http://iptv12k.com:35461/live/test167/12345/638.m3u8
[MY]GOLF,http://iptv12k.com:35461/live/test167/12345/651.m3u8
[MY]HBOFamily,http://iptv12k.com:35461/live/test167/12345/1891.m3u8
[MY]HBOFamily,http://iptv12k.com:35461/live/test167/12345/597.m3u8
[MY]HBOHiTS,http://iptv12k.com:35461/live/test167/12345/603.m3u8
[MY]HBOHits,http://iptv12k.com:35461/live/test167/12345/1889.m3u8
[MY]HBOHits,http://iptv12k.com:35461/live/test167/12345/598.m3u8
[MY]HBOSignature,http://iptv12k.com:35461/live/test167/12345/596.m3u8
[MY]HBO,http://iptv12k.com:35461/live/test167/12345/599.m3u8
[MY]HGTV,http://iptv12k.com:35461/live/test167/12345/641.m3u8
[MY]HISTORY,http://iptv12k.com:35461/live/test167/12345/629.m3u8
[MY]HITSMOVIES,http://iptv12k.com:35461/live/test167/12345/602.m3u8
[MY]KBSWorld,http://iptv12k.com:35461/live/test167/12345/713.m3u8
[MY]Kix,http://iptv12k.com:35461/live/test167/12345/689.m3u8
[MY]LOVENATURE,http://iptv12k.com:35461/live/test167/12345/621.m3u8
[MY]MTV,http://iptv12k.com:35461/live/test167/12345/586.m3u8
[MY]NAT GEO,http://iptv12k.com:35461/live/test167/12345/632.m3u8
[MY]NAT GEO WILD,http://iptv12k.com:35461/live/test167/12345/630.m3u8
[MY]NET GEO WILD,http://iptv12k.com:35461/live/test167/12345/1222.m3u8
[MY]NBATV,http://iptv12k.com:35461/live/test167/12345/942.m3u8
[MY]NHKWORLD,http://iptv12k.com:35461/live/test167/12345/585.m3u8
[MY]Oh!K,http://iptv12k.com:35461/live/test167/12345/712.m3u8
[MY]One,http://iptv12k.com:35461/live/test167/12345/711.m3u8
[MY]Outdoor,http://iptv12k.com:35461/live/test167/12345/582.m3u8
[MY]PREMIERSPORTS,http://iptv12k.com:35461/live/test167/12345/687.m3u8
[MY]ROCKENTERTAINMENT,http://iptv12k.com:35461/live/test167/12345/601.m3u8
[MY]ROCKEXTREME,http://iptv12k.com:35461/live/test167/12345/600.m3u8
[MY]SKYNEWS,http://iptv12k.com:35461/live/test167/12345/591.m3u8
[MY]TLC,http://iptv12k.com:35461/live/test167/12345/639.m3u8
[MY]TSN,http://iptv12k.com:35461/live/test167/12345/1878.m3u8
[MY]TrvlChannel,http://iptv12k.com:35461/live/test167/12345/635.m3u8
[MY]WARNERTV,http://iptv12k.com:35461/live/test167/12345/604.m3u8
[MY]WWE,http://iptv12k.com:35461/live/test167/12345/652.m3u8
[MY]nickjr,http://iptv12k.com:35461/live/test167/12345/619.m3u8
[MY]nick,http://iptv12k.com:35461/live/test167/12345/617.m3u8
[MY]tvNMovies,http://iptv12k.com:35461/live/test167/12345/715.m3u8
[MY]tvN,http://iptv12k.com:35461/live/test167/12345/714.m3u8
[TW]TVBS,http://iptv12k.com:35461/live/test167/12345/1272.m3u8
[TW]TVBS欢乐台,http://iptv12k.com:35461/live/test167/12345/1271.m3u8
[TW]三立iNews,http://iptv12k.com:35461/live/test167/12345/1358.m3u8
[TW]三立台湾台,http://iptv12k.com:35461/live/test167/12345/1286.m3u8
[TW]三立新闻,http://iptv12k.com:35461/live/test167/12345/1285.m3u8
[TW]三立都会台,http://iptv12k.com:35461/live/test167/12345/1287.m3u8
[TW]東森电影台,http://iptv12k.com:35461/live/test167/12345/1866.m3u8
[TW]东森戏剧,http://iptv12k.com:35461/live/test167/12345/1255.m3u8
[TW]东森综合,http://iptv12k.com:35461/live/test167/12345/1280.m3u8
[TW]东森羊片,http://iptv12k.com:35461/live/test167/12345/1256.m3u8
[TW]東森洋片,http://iptv12k.com:35461/live/test167/12345/1867.m3u8
[TW]东森财经新闻,http://iptv12k.com:35461/live/test167/12345/1356.m3u8
[TW]中天亚洲台,http://iptv12k.com:35461/live/test167/12345/1278.m3u8
[TW]中天新闻,http://iptv12k.com:35461/live/test167/12345/1357.m3u8
[TW]中视新闻,http://iptv12k.com:35461/live/test167/12345/1291.m3u8
[TW]中视菁采台,http://iptv12k.com:35461/live/test167/12345/1273.m3u8
[TW]八大娱乐台,http://iptv12k.com:35461/live/test167/12345/1281.m3u8
[TW]八大戏剧台,http://iptv12k.com:35461/live/test167/12345/1284.m3u8
[TW]八大第一台,http://iptv12k.com:35461/live/test167/12345/1282.m3u8
[TW]八大综合台,http://iptv12k.com:35461/live/test167/12345/1283.m3u8
[TW]卫视中文台,http://iptv12k.com:35461/live/test167/12345/1257.m3u8
[TW]卫视电影台,http://iptv12k.com:35461/live/test167/12345/1258.m3u8
[TW]卫视电影台,http://iptv12k.com:35461/live/test167/12345/1261.m3u8
[TW]卫视电影台,http://iptv12k.com:35461/live/test167/12345/1868.m3u8
[TW]台视,http://iptv12k.com:35461/live/test167/12345/1290.m3u8
[TW]壹新闻,http://iptv12k.com:35461/live/test167/12345/1293.m3u8
[TW]年代新闻,http://iptv12k.com:35461/live/test167/12345/1359.m3u8
[TW]星卫HD电影,http://iptv12k.com:35461/live/test167/12345/1870.m3u8
[TW]星卫娱乐台,http://iptv12k.com:35461/live/test167/12345/1247.m3u8
[TW]纬来体育,http://iptv12k.com:35461/live/test167/12345/1237.m3u8
[TW]纬来日本,http://iptv12k.com:35461/live/test167/12345/1238.m3u8
[TW]纬来电影,http://iptv12k.com:35461/live/test167/12345/1236.m3u8
[TW]纬来精采,http://iptv12k.com:35461/live/test167/12345/1239.m3u8
[TW]纬来综合,http://iptv12k.com:35461/live/test167/12345/1240.m3u8
[TW]美亚电影台,http://iptv12k.com:35461/live/test167/12345/1260.m3u8
[TW]美亚电影台,http://iptv12k.com:35461/live/test167/12345/1869.m3u8
[TW]美食星球,http://iptv12k.com:35461/live/test167/12345/1259.m3u8
[TW]ELEVEN2,http://iptv12k.com:35461/live/test167/12345/1217.m3u8
[TW]ELTA体育1台,http://iptv12k.com:35461/live/test167/12345/1221.m3u8
[TW]ELTA体育3台,http://iptv12k.com:35461/live/test167/12345/1219.m3u8
[TW]ELTA綜合,http://iptv12k.com:35461/live/test167/12345/679.m3u8
[TW]ELTA影剧,http://iptv12k.com:35461/live/test167/12345/1248.m3u8
[TW]EYE TV旅游,http://iptv12k.com:35461/live/test167/12345/1223.m3u8
[TW]JET综合,http://iptv12k.com:35461/live/test167/12345/1262.m3u8
[TW]霹靂台灣台,http://iptv12k.com:35461/live/test167/12345/690.m3u8
[TW]大爱,http://iptv12k.com:35461/live/test167/12345/1204.m3u8
[TW]天映頻道,http://iptv12k.com:35461/live/test167/12345/1875.m3u8
[TW]天映经典,http://iptv12k.com:35461/live/test167/12345/1253.m3u8
[TW]天映经典,http://iptv12k.com:35461/live/test167/12345/1871.m3u8
[TW]新唐人亚太台,http://iptv12k.com:35461/live/test167/12345/1200.m3u8
[TW]momo亲子台,http://iptv12k.com:35461/live/test167/12345/1209.m3u8
[TW]人间卫视,http://iptv12k.com:35461/live/test167/12345/1202.m3u8
[TW]SBN全球财经台,http://iptv12k.com:35461/live/test167/12345/1251.m3u8
[TW]SBN全球财经台,http://iptv12k.com:35461/live/test167/12345/1277.m3u8
[TW]AFN亚洲美食,http://iptv12k.com:35461/live/test167/12345/1229.m3u8
[TW]动物星球,http://iptv12k.com:35461/live/test167/12345/1233.m3u8
[TW]好莱坞电影,http://iptv12k.com:35461/live/test167/12345/1249.m3u8
[TW]AXN b,http://iptv12k.com:35461/live/test167/12345/2127.m3u8
[TW]AXN,http://iptv12k.com:35461/live/test167/12345/1885.m3u8
[TW]CATCHPLAY电影台,http://iptv12k.com:35461/live/test167/12345/1252.m3u8
[TW]CINEMAX,http://iptv12k.com:35461/live/test167/12345/1214.m3u8
[TW]CatchPlay電影台,http://iptv12k.com:35461/live/test167/12345/1865.m3u8
[TW]Ci罪案侦缉频道,http://iptv12k.com:35461/live/test167/12345/1246.m3u8
[TW]DW,http://iptv12k.com:35461/live/test167/12345/1208.m3u8
[TW]HBO HD,http://iptv12k.com:35461/live/test167/12345/1893.m3u8
[TW]HBO HD,http://iptv12k.com:35461/live/test167/12345/1266.m3u8
[TW]HBO原创,http://iptv12k.com:35461/live/test167/12345/1887.m3u8
[TW]HBO原创,http://iptv12k.com:35461/live/test167/12345/1263.m3u8
[TW]HBO家庭,http://iptv12k.com:35461/live/test167/12345/1265.m3u8
[TW]HBO强档,http://iptv12k.com:35461/live/test167/12345/1264.m3u8
[TW]HISTORY,http://iptv12k.com:35461/live/test167/12345/1206.m3u8
[TW]HISTORY2,http://iptv12k.com:35461/live/test167/12345/1201.m3u8
[CN]CCTV1,http://iptv12k.com:35461/live/test167/12345/1333.m3u8
[CN]CCTV2,http://iptv12k.com:35461/live/test167/12345/1332.m3u8
[CN]CCTV3,http://iptv12k.com:35461/live/test167/12345/1331.m3u8
[CN]CCTV4,http://iptv12k.com:35461/live/test167/12345/1330.m3u8
[CN]CCTV5,http://iptv12k.com:35461/live/test167/12345/1329.m3u8
[CN]CCTV5+,http://iptv12k.com:35461/live/test167/12345/1328.m3u8
[CN]CCTV6,http://iptv12k.com:35461/live/test167/12345/1327.m3u8
[CN]CCTV7,http://iptv12k.com:35461/live/test167/12345/1326.m3u8
[CN]CCTV8,http://iptv12k.com:35461/live/test167/12345/1325.m3u8
[CN]CCTV9,http://iptv12k.com:35461/live/test167/12345/1324.m3u8
[CN]CCTV10,http://iptv12k.com:35461/live/test167/12345/1323.m3u8
[CN]CCTV11,http://iptv12k.com:35461/live/test167/12345/1322.m3u8
[CN]CCTV12,http://iptv12k.com:35461/live/test167/12345/1321.m3u8
[CN]CCTV13,http://iptv12k.com:35461/live/test167/12345/1320.m3u8
[CN]CCTV14,http://iptv12k.com:35461/live/test167/12345/1319.m3u8
[CN]CCTV15,http://iptv12k.com:35461/live/test167/12345/1318.m3u8
[CN]东方卫视,http://iptv12k.com:35461/live/test167/12345/1309.m3u8
[CN]北京卫视,http://iptv12k.com:35461/live/test167/12345/1312.m3u8
[CN]广东卫视,http://iptv12k.com:35461/live/test167/12345/1313.m3u8
[CN]浙江卫视,http://iptv12k.com:35461/live/test167/12345/1316.m3u8
[CN]湖南卫视,http://iptv12k.com:35461/live/test167/12345/1317.m3u8
[CN]深圳卫视,http://iptv12k.com:35461/live/test167/12345/1302.m3u8
[CN]天津卫视,http://iptv12k.com:35461/live/test167/12345/1303.m3u8
[CN]山东卫视,http://iptv12k.com:35461/live/test167/12345/1307.m3u8
[CN]安徽卫视,http://iptv12k.com:35461/live/test167/12345/1308.m3u8
[CN]辽宁卫视,http://iptv12k.com:35461/live/test167/12345/1295.m3u8
[CN]黑龙江卫视,http://iptv12k.com:35461/live/test167/12345/1298.m3u8
[CN]重庆卫视,http://iptv12k.com:35461/live/test167/12345/1299.m3u8
[CN]海南卫视,http://iptv12k.com:35461/live/test167/12345/1301.m3u8
[CN]云南卫视,http://iptv12k.com:35461/live/test167/12345/1297.m3u8
[CN]河南卫视,http://iptv12k.com:35461/live/test167/12345/1300.m3u8
